Identifiant de l'élément;Code de la catégorie;Nom base français;Nom frontière français;1er niveau;2eme niveau;3eme niveau;4eme niveau;5eme niveau;Unité anglais;Structure;Somme de Total poste non décomposé2;Nombre de Total poste non décomposé,,,,,
25896;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Ovins;Laine;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ;;;kgCO2e/kg (raw material);élément non décomposé;4;1,,,,,
25606;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Fraises;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,61;1,,
25900;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Bovins;Lait de vache;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ;;;kgCO2e/kg of milk;élément non décomposé;1,24;1,,,,
25607;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Fraises;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;3,51;1,,
25904;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Bovins;Lait de vache;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ;;;kgCO2e/kg of milk;élément non décomposé;0,937;1,,,,
25608;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Fraises;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,796;1,,
25908;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses;Luzerne;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg of dry matter;élément non décomposé;0,216;1,,,,
25609;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Pomme;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,267;1,,
25912;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits;Mangue;sortie verger;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;0,153;1,,,,
25610;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Pomme;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,29;1,,
25916;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Volailles > ?ufs;Oeuf;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ; Volailles ;;kgCO2e/1 kg of egg;élément non décomposé;1,71;1,,,,
25611;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Pêche;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,692;1,,
25920;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Orge fourragère;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;0,398;1,,,,
25612;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Pêche;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,03;1,,
25924;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits;Pêche;sortie verger;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;0,179;1,,,,
25613;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Abricot;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,624;1,,
25928;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits;Pomme de table;sortie verger;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;0,116;1,,,,
25614;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Abricot;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,06;1,,
25932;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes,racines et tubercules;Pomme de terre de consommation destinée à lindustrie;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;0,0861;1,,,
25615;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Banane;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,16;1,,
25936;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits;Pomme non tolérante à la tavelure;sortie verger;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;0,0725;1,,,,
25616;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Citron;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,882;1,,
25940;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Porcins;Porc;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ;;;kgCO2e/kg (live weight);élément non décomposé;2,53;1,,,,
25617;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Mandarine;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,28;1,,
25944;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Porcins;Porc;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ;;;kgCO2e/kg (live weight);élément non décomposé;2,82;1,,,,
25618;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Orange;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,849;1,,
25948;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Volailles > Poules;Poule de réforme;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ; Volailles ;;kgCO2e/kg (live weight);élément non décomposé;5,44;1,,,,
25619;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Orange;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,819;1,,
25952;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Volailles > Poulets de chair;Poulet de chair;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ; Volailles ;;kgCO2e/kg (live weight);élément non décomposé;2,24;1,,,,
25620;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Poire;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,464;1,,
25956;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits;Raisin vigne;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;0,288;1,,,,
25621;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Poire;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,955;1,,
25960;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Riz Thaï (Riz jasmin);sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;3,59;1,,,,
25622;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Raisin;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,803;1,,
25964;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Autres produits végétaux;Rose fleur coupée hors sol;sortie serre;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/1 flower;élément non décomposé;0,952;1,,,,
25623;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Cerise;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,33;1,,
25968;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Bovins;Taurillon race à viande;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ;;;kgCO2e/kg (live weight);élément non décomposé;15,2;1,,,,
25624;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Melon;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,521;1,,
25972;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes,racines et tubercules;Tomate pour la consommation en frais;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;2,2;1,,,
25625;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Noix;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,33;1,,
25976;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Porcins;Truie de reforme;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ;;;kgCO2e/kg (live weight);élément non décomposé;6,04;1,,,,
25626;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Fruits;Amandes;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;5,88;1,,
25980;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Porcins;Truie de reforme;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ;;;kgCO2e/kg (live weight);élément non décomposé;9,55;1,,,,
