Identifiant de l'élément;Code de la catégorie;Nom base français;Nom frontière français;1er niveau;2eme niveau;3eme niveau;4eme niveau;5eme niveau;Unité anglais;Structure;Somme de Total poste non décomposé2;Nombre de Total poste non décomposé,,,,,
27897;UTCF > Forêts françaises > Lorraine;Forêts fermées;Lorraine;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,97;1,,,,
27769;Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,105;1,,,,
27705;Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,282;1,,,,
27387;Réseaux de chaleur / froid > Basse-Normandie;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,051;1,,,,
27833;UTCF > Forêts françaises > Champagne-Ardenne;Forêts fermées et ouvertes;Champagne-Ardenne;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-6,6;1,,,,
27388;Réseaux de chaleur / froid > Champagne-Ardenne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,239;1,,,,
27673;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27389;Réseaux de chaleur / froid > Champagne-Ardenne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27737;Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis;Réseau de Froid;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,009;1,,,,
27390;Réseaux de chaleur / froid > Champagne-Ardenne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27801;UTCF > Forêts françaises > Basse-Normandie;Forêts fermées et ouvertes;Basse-Normandie;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,93;1,,,,
27391;Réseaux de chaleur / froid > Champagne-Ardenne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,277;1,,,,
27865;UTCF > Forêts françaises > Haute-Normandie;Forêts fermées;Haute-Normandie;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,97;1,,,,
27392;Réseaux de chaleur / froid > Champagne-Ardenne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,115;1,,,,
27929;UTCF > Forêts françaises > Picardie;Forêts fermées;Picardie;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,97;1,,,,
27393;Réseaux de chaleur / froid > Champagne-Ardenne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,03;1,,,,
27689;Réseaux de chaleur / froid > Île-de-France > 91. Essonne;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,088;1,,,,
27394;Réseaux de chaleur / froid > Champagne-Ardenne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,111;1,,,,
27721;Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,182;1,,,,
27395;Réseaux de chaleur / froid > Champagne-Ardenne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27753;Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,065;1,,,,
27396;Réseaux de chaleur / froid > Champagne-Ardenne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27785;UTCF > Forêts françaises > Aquitaine;Forêts fermées et ouvertes;Aquitaine;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-1,01;1,,,,
27397;Réseaux de chaleur / froid > Champagne-Ardenne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27817;UTCF > Forêts françaises > Bretagne;Forêts fermées et ouvertes;Bretagne;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-9,65;1,,,,
27398;Réseaux de chaleur / froid > Champagne-Ardenne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,297;1,,,,
27849;UTCF > Forêts françaises > Moyenne nationale;Forêts fermées et ouvertes;France;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,88;1,,,,
27399;Réseaux de chaleur / froid > Champagne-Ardenne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,34;1,,,,
27881;UTCF > Forêts françaises > Languedoc-Roussillon;Forêts fermées;Languedoc-Roussillon;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,2;1,,,,
27400;Réseaux de chaleur / froid > Pays de la Loire;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27913;UTCF > Forêts françaises > Nord-Pas-de-Calais;Forêts fermées;Nord-Pas-de-Calais;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,97;1,,,,
27401;Réseaux de chaleur / froid > Pays de la Loire;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,098;1,,,,
27945;UTCF > Forêts françaises > Provence-Alpes-Côte d'Azur;Forêts fermées;Provence-Alpes-Côte d'Azur;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-2,5;1,,,,
27402;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,08;1,,,,
27681;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,211;1,,,,
27403;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,033;1,,,,
27697;Réseaux de chaleur / froid > Île-de-France > 91. Essonne;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27404;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,084;1,,,,
27713;Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,236;1,,,,
27405;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,074;1,,,,
27729;Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,193;1,,,,
27406;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27745;Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,045;1,,,,
27407;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,108;1,,,,
27761;Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,053;1,,,,
27408;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,091;1,,,,
27777;UTCF > Forêts françaises > Alsace;Forêts fermées et ouvertes;Alsace;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,54;1,,,,
27409;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,274;1,,,,
27793;UTCF > Forêts françaises > Auvergne;Forêts fermées et ouvertes;Auvergne;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,58;1,,,,
27410;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,212;1,,,,
27809;UTCF > Forêts françaises > Bourgogne;Forêts fermées et ouvertes;Bourgogne;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-2,81;1,,,,
27411;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,074;1,,,,
27825;UTCF > Forêts françaises > Centre-Val de Loire;Forêts fermées et ouvertes;Centre-Val de Loire;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-7,38;1,,,,
27412;Réseaux de chaleur / froid > Bretagne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,044;1,,,,
27841;UTCF > Forêts françaises > Corse;Forêts fermées et ouvertes;Corse;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,8;1,,,,
27413;Réseaux de chaleur / froid > Bretagne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27857;UTCF > Forêts françaises > Franche-Comté;Forêts fermées;Franche-Comté;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-7,37;1,,,,
27414;Réseaux de chaleur / froid > Bretagne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,08;1,,,,
27873;UTCF > Forêts françaises > Île-de-France;Forêts fermées;Île-de-France;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,97;1,,,,
27415;Réseaux de chaleur / froid > Bretagne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27889;UTCF > Forêts françaises > Limousin;Forêts fermées;Limousin;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-7,53;1,,,,
27416;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,085;1,,,,
27905;UTCF > Forêts françaises > Midi-Pyrenées;Forêts fermées;Midi-Pyrenées;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,74;1,,,,
27417;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,068;1,,,,
27921;UTCF > Forêts françaises > Pays de la Loire;Forêts fermées;Pays de la Loire;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-6,91;1,,,,
27418;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,097;1,,,,
27937;UTCF > Forêts françaises > Poitou-Charentes;Forêts fermées;Poitou-Charentes;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-6,57;1,,,,
27419;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,239;1,,,,
27953;UTCF > Forêts françaises > Rhône-Alpes;Forêts fermées;Rhône-Alpes;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,4;1,,,,
27420;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,153;1,,,,
27677;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,035;1,,,,
27421;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,248;1,,,,
27685;Réseaux de chaleur / froid > Île-de-France > 91. Essonne;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,073;1,,,,
27422;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27693;Réseaux de chaleur / froid > Île-de-France > 91. Essonne;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,094;1,,,,
27423;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,195;1,,,,
27701;Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,221;1,,,,
27424;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,211;1,,,,
27709;Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,246;1,,,,
27425;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,228;1,,,,
27717;Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,233;1,,,,
27426;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27725;Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,054;1,,,,
27427;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,242;1,,,,
27733;Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,218;1,,,,
27428;Réseaux de chaleur / froid > Lorraine;Réseau de Froid;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,012;1,,,,
27741;Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,072;1,,,,
27429;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,126;1,,,,
27749;Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,128;1,,,,
27430;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,019;1,,,,
27757;Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,087;1,,,,
27431;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27765;Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,1;1,,,,
27432;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27773;UTCF > Forêts françaises > Alsace;Forêts fermées et ouvertes;Alsace;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,12;1,,,,
27433;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27781;UTCF > Forêts françaises > Aquitaine;Forêts fermées et ouvertes;Aquitaine;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;2,58;1,,,,
27434;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27789;UTCF > Forêts françaises > Auvergne;Forêts fermées et ouvertes;Auvergne;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,71;1,,,,
27435;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27797;UTCF > Forêts françaises > Basse-Normandie;Forêts fermées et ouvertes;Basse-Normandie;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-6,71;1,,,,
27436;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27805;UTCF > Forêts françaises > Bourgogne;Forêts fermées et ouvertes;Bourgogne;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-2,24;1,,,,
27437;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27813;UTCF > Forêts françaises > Bretagne;Forêts fermées et ouvertes;Bretagne;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-1,53;1,,,,
27438;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27821;UTCF > Forêts françaises > Centre-Val de Loire;Forêts fermées et ouvertes;Centre-Val de Loire;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,91;1,,,,
27439;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27829;UTCF > Forêts françaises > Champagne-Ardenne;Forêts fermées et ouvertes;Champagne-Ardenne;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-1,6;1,,,,
27440;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27837;UTCF > Forêts françaises > Corse;Forêts fermées et ouvertes;Corse;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-6,05;1,,,,
27441;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27845;UTCF > Forêts françaises > Moyenne nationale;Forêts fermées et ouvertes;France;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-2,38;1,,,,
27442;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27853;UTCF > Forêts françaises > Franche-Comté;Forêts fermées;Franche-Comté;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-2,17;1,,,,
27443;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27861;UTCF > Forêts françaises > Haute-Normandie;Forêts fermées;Haute-Normandie;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,35;1,,,,
27444;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27869;UTCF > Forêts françaises > Île-de-France;Forêts fermées;Île-de-France;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,35;1,,,,
27445;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27877;UTCF > Forêts françaises > Languedoc-Roussillon;Forêts fermées;Languedoc-Roussillon;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-2,22;1,,,,
27446;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,092;1,,,,
27885;UTCF > Forêts françaises > Limousin;Forêts fermées;Limousin;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;0,01;1,,,,
27447;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,24;1,,,,
27893;UTCF > Forêts françaises > Lorraine;Forêts fermées;Lorraine;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,34;1,,,,
27448;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,046;1,,,,
27901;UTCF > Forêts françaises > Midi-Pyrenées;Forêts fermées;Midi-Pyrenées;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-7;1,,,,,
27449;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,231;1,,,,
27909;UTCF > Forêts françaises > Nord-Pas-de-Calais;Forêts fermées;Nord-Pas-de-Calais;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,35;1,,,,
27450;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,206;1,,,,
27917;UTCF > Forêts françaises > Pays de la Loire;Forêts fermées;Pays de la Loire;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-8,67;1,,,,
27451;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,178;1,,,,
27925;UTCF > Forêts françaises > Picardie;Forêts fermées;Picardie;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;4,02;1,,,,
27452;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,24;1,,,,
27933;UTCF > Forêts françaises > Poitou-Charentes;Forêts fermées;Poitou-Charentes;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,4;1,,,,
27453;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,108;1,,,,
27941;UTCF > Forêts françaises > Provence-Alpes-Côte d'Azur;Forêts fermées;Provence-Alpes-Côte d'Azur;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-2,63;1,,,,
27454;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,151;1,,,,
27949;UTCF > Forêts françaises > Rhône-Alpes;Forêts fermées;Rhône-Alpes;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,17;1,,,,
27455;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,26;1,,,,
27386;Réseaux de chaleur / froid > Basse-Normandie;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,151;1,,,,
27456;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,102;1,,,,
27675;Réseaux de chaleur / froid > Lorraine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27457;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,215;1,,,,
27679;Réseaux de chaleur / froid > Bourgogne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,119;1,,,,
27458;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27683;Réseaux de chaleur / froid > Franche-Comté;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,106;1,,,,
27459;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,11;1,,,,
27687;Réseaux de chaleur / froid > Île-de-France > 91. Essonne;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,234;1,,,,
27460;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,028;1,,,,
27691;Réseaux de chaleur / froid > Île-de-France > 91. Essonne;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,219;1,,,,
27461;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,086;1,,,,
