Identifiant de l'élément,Code de la catégorie,Nom base français,Nom frontière français,1er niveau,2eme niveau,3eme niveau,4eme niveau,5eme niveau,Unité anglais,Structure,Somme de Total poste non décomposé2
14264,Combustibles > Organiques > Liquides,Bioéthanol,,Combustibles , Organiques ,,,,kgCO2e/ton,élément décomposé par poste et par gaz,6072
14263,Combustibles > Organiques > Liquides,Bioéthanol,,Combustibles , Organiques ,,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,9485
14262,Combustibles > Organiques > Liquides,Bioéthanol,,Combustibles , Organiques ,,,,kgCO2e/MJ ICV,élément décomposé par poste et par gaz,0.226
14261,Combustibles > Organiques > Liquides,Bioéthanol,,Combustibles , Organiques ,,,,kgCO2e/liter,élément décomposé par poste et par gaz,4.79
14260,Combustibles > Organiques > Liquides,Bioéthanol,,Combustibles , Organiques ,,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.815
14259,Combustibles > Organiques > Liquides,Biodiesel,,Combustibles , Organiques ,,,,kgCO2e/ton,élément décomposé par poste et par gaz,1135
14258,Combustibles > Organiques > Liquides,Biodiesel,,Combustibles , Organiques ,,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,1278
14257,Combustibles > Organiques > Liquides,Biodiesel,,Combustibles , Organiques ,,,,kgCO2e/MJ ICV,élément décomposé par poste et par gaz,0.0305
14256,Combustibles > Organiques > Liquides,Biodiesel,,Combustibles , Organiques ,,,,kgCO2e/liter,élément décomposé par poste et par gaz,1.01
14255,Combustibles > Organiques > Liquides,Biodiesel,,Combustibles , Organiques ,,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.11
14254,Combustibles > Organiques > Liquides,Biodiesel,,Combustibles , Organiques ,,,,kgCO2e/ton,élément décomposé par poste et par gaz,486
14253,Combustibles > Organiques > Liquides,Biodiesel,,Combustibles , Organiques ,,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,548
14252,Combustibles > Organiques > Liquides,Biodiesel,,Combustibles , Organiques ,,,,kgCO2e/MJ ICV,élément décomposé par poste et par gaz,0.0131
14251,Combustibles > Organiques > Liquides,Biodiesel,,Combustibles , Organiques ,,,,kgCO2e/liter,élément décomposé par poste et par gaz,0.434
14250,Combustibles > Organiques > Liquides,Biodiesel,,Combustibles , Organiques ,,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.0471
14249,Combustibles > Organiques > Liquides,Biodiesel,,Combustibles , Organiques ,,,,kgCO2e/ton,élément décomposé par poste et par gaz,8058
14248,Combustibles > Organiques > Liquides,Biodiesel,,Combustibles , Organiques ,,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,9068
14247,Combustibles > Organiques > Liquides,Biodiesel,,Combustibles , Organiques ,,,,kgCO2e/MJ ICV,élément décomposé par poste et par gaz,0.217
14246,Combustibles > Organiques > Liquides,Biodiesel,,Combustibles , Organiques ,,,,kgCO2e/liter,élément décomposé par poste et par gaz,7.17
14245,Combustibles > Organiques > Liquides,Biodiesel,,Combustibles , Organiques ,,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.78
14238,Combustibles > Organiques > Solides,Paille,,Combustibles , Organiques ,,,,kgCO2e/kg,élément décomposé par poste et par gaz,0.169
14237,Combustibles > Organiques > Solides,Paille,,Combustibles , Organiques ,,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.0513
14232,Combustibles > Organiques > Solides,Broyats de cagettes et de pallettes,,Combustibles , Organiques ,,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,7.18E-03
14231,Combustibles > Organiques > Solides,Broyats de cagettes et de pallettes,,Combustibles , Organiques ,,,,kgCO2e/kg,élément décomposé par poste et par gaz,0.028
14229,Combustibles > Organiques > Solides,Sciures et chutes de scieries,,Combustibles , Organiques ,,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,2.29E-03
14228,Combustibles > Organiques > Solides,Sciures et chutes de scieries,,Combustibles , Organiques ,,,,kgCO2e/kg,élément décomposé par poste et par gaz,5.03E-03
14226,Combustibles > Organiques > Solides,Granulés bois,,Combustibles , Organiques ,,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.0304
14225,Combustibles > Organiques > Solides,Granulés bois,,Combustibles , Organiques ,,,,kgCO2e/kg,élément décomposé par poste et par gaz,0.111
14224,Combustibles > Caractéristiques physiques > PCI - Pouvoir Calorifique Inférieur,Plaquettes forestières,PCI,Combustibles , Caractéristiques physiques ,,,,GJ / ton,élément non décomposé,13.1
14223,Combustibles > Organiques > Solides,Plaquettes forestières,,Combustibles , Organiques ,,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.0244
14222,Combustibles > Organiques > Solides,Plaquettes forestières,,Combustibles , Organiques ,,,,kgCO2e/kg,élément décomposé par poste et par gaz,0.0889
14220,Combustibles > Organiques > Solides,Bois bûche,,Combustibles , Organiques ,,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.0295
14219,Combustibles > Organiques > Solides,Bois bûche,,Combustibles , Organiques ,,,,kgCO2e/kg,élément décomposé par poste et par gaz,0.114
14204,Combustibles > Caractéristiques physiques > PCI - Pouvoir Calorifique Inférieur,Sciures et chutes de scieries,PCI,Combustibles , Caractéristiques physiques ,,,,GJ / ton,élément non décomposé,7.92
14195,Combustibles > Caractéristiques physiques > PCI - Pouvoir Calorifique Inférieur,Bois bûche,PCI,Combustibles , Caractéristiques physiques ,,,,GJ / ton,élément non décomposé,13.9
14178,Combustibles > Caractéristiques physiques > PCI - Pouvoir Calorifique Inférieur,Broyats de cagettes et de pallettes,PCI,Combustibles , Caractéristiques physiques ,,,,GJ / ton,élément non décomposé,14
14172,Combustibles > Caractéristiques physiques > PCI - Pouvoir Calorifique Inférieur,Granulés bois,PCI,Combustibles , Caractéristiques physiques ,,,,GJ / ton,élément non décomposé,17.6
14132,Combustibles > Fossiles > Liquides > Usages spéciaux,Naphta,,Combustibles , Fossiles , Liquides ,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3589
14131,Combustibles > Fossiles > Liquides > Usages spéciaux,Naphta,,Combustibles , Fossiles , Liquides ,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3509
14130,Combustibles > Fossiles > Liquides > Usages spéciaux,Naphta,,Combustibles , Fossiles , Liquides ,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.303
14129,Combustibles > Fossiles > Liquides > Usages spéciaux,Naphta,,Combustibles , Fossiles , Liquides ,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.296
14128,Combustibles > Fossiles > Liquides > Usages spéciaux,Naphta,,Combustibles , Fossiles , Liquides ,,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,85.3
14127,Combustibles > Fossiles > Liquides > Usages spéciaux,Naphta,,Combustibles , Fossiles , Liquides ,,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,83.5
14126,Combustibles > Fossiles > Liquides > Usages spéciaux,Huiles de schistes,,Combustibles , Fossiles , Liquides ,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,8430
14125,Combustibles > Fossiles > Liquides > Usages spéciaux,Huiles de schistes,,Combustibles , Fossiles , Liquides ,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,8440
14124,Combustibles > Fossiles > Liquides > Usages spéciaux,Huiles de schistes,,Combustibles , Fossiles , Liquides ,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.722
14123,Combustibles > Fossiles > Liquides > Usages spéciaux,Huiles de schistes,,Combustibles , Fossiles , Liquides ,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.723
14122,Combustibles > Fossiles > Liquides > Usages spéciaux,Huiles de schistes,,Combustibles , Fossiles , Liquides ,,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,200
14121,Combustibles > Fossiles > Liquides > Usages spéciaux,Huiles de schistes,,Combustibles , Fossiles , Liquides ,,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,201
14120,Combustibles > Fossiles > Liquides > Usages spéciaux,Bitumes,,Combustibles , Fossiles , Liquides ,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3771
14119,Combustibles > Fossiles > Liquides > Usages spéciaux,Bitumes,,Combustibles , Fossiles , Liquides ,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3751
14118,Combustibles > Fossiles > Liquides > Usages spéciaux,Bitumes,,Combustibles , Fossiles , Liquides ,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.324
14117,Combustibles > Fossiles > Liquides > Usages spéciaux,Bitumes,,Combustibles , Fossiles , Liquides ,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.322
14116,Combustibles > Fossiles > Liquides > Usages spéciaux,Bitumes,,Combustibles , Fossiles , Liquides ,,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,89.9
14115,Combustibles > Fossiles > Liquides > Usages spéciaux,Bitumes,,Combustibles , Fossiles , Liquides ,,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,89.5
14114,Combustibles > Fossiles > Liquides > Usages spéciaux,Autres produits pétroliers,,Combustibles , Fossiles , Liquides ,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3405
14113,Combustibles > Fossiles > Liquides > Usages spéciaux,Autres produits pétroliers,,Combustibles , Fossiles , Liquides ,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.292
14112,Combustibles > Fossiles > Liquides > Usages spéciaux,Autres produits pétroliers,,Combustibles , Fossiles , Liquides ,,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,81
14105,Combustibles > Fossiles > Liquides > Pétrole brut,Pétrole Brut,,Combustibles , Fossiles , Liquides ,,,kgCO2e/kg,élément décomposé par poste et par gaz,3.34
14103,Combustibles > Fossiles > Liquides > Pétrole brut,Pétrole Brut,,Combustibles , Fossiles , Liquides ,,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,79.7
14101,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul Lourd,,Combustibles , Fossiles , Liquides ,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3831
14100,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul Lourd,,Combustibles , Fossiles , Liquides ,,,kgCO2e/liter,élément décomposé par poste et par gaz,3.28
14099,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul Lourd,,Combustibles , Fossiles , Liquides ,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.324
14098,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul Lourd,,Combustibles , Fossiles , Liquides ,,,kgCO2e/kg,élément décomposé par poste et par gaz,3.64
14097,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul Lourd,,Combustibles , Fossiles , Liquides ,,,kgCO2e/kg,élément décomposé par poste et par gaz,3.61
14095,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul Lourd,,Combustibles , Fossiles , Liquides ,,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,91.2
14094,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul lourd,,Combustibles , Fossiles , Liquides ,,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,90.4
14093,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul lourd,,Combustibles , Fossiles , Liquides ,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3796
14092,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul lourd,,Combustibles , Fossiles , Liquides ,,,kgCO2e/liter,élément décomposé par poste et par gaz,3.25
14091,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul lourd,,Combustibles , Fossiles , Liquides ,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.325
14090,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul domestique,,Combustibles , Fossiles , Liquides ,,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,89.9
14089,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul domestique,,Combustibles , Fossiles , Liquides ,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3699
14088,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul domestique,,Combustibles , Fossiles , Liquides ,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3775
14087,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul domestique,,Combustibles , Fossiles , Liquides ,,,kgCO2e/liter,élément décomposé par poste et par gaz,3.25
14086,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul domestique,,Combustibles , Fossiles , Liquides ,,,kgCO2e/liter,élément décomposé par poste et par gaz,3.19
14085,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul domestique,,Combustibles , Fossiles , Liquides ,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.325
14084,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul domestique,,Combustibles , Fossiles , Liquides ,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.324
14083,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul domestique,,Combustibles , Fossiles , Liquides ,,,kgCO2e/kg,élément décomposé par poste et par gaz,3.85
14082,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul domestique,,Combustibles , Fossiles , Liquides ,,,kgCO2e/kg,élément décomposé par poste et par gaz,3.86
14081,Combustibles > Fossiles > Liquides > Usage source fixe,Fioul domestique,,Combustibles , Fossiles , Liquides ,,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,91.6
14080,Combustibles > Fossiles > Liquides > Usage source fixe,Combustible haute viscosité (CHV),,Combustibles , Fossiles , Liquides ,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3911
14079,Combustibles > Fossiles > Liquides > Usage source fixe,Combustible haute viscosité (CHV),,Combustibles , Fossiles , Liquides ,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.335
14078,Combustibles > Fossiles > Liquides > Usage source fixe,Combustible haute viscosité (CHV),,Combustibles , Fossiles , Liquides ,,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,93.1
14077,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Kérosène,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3654
14076,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Kérosène,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3644
14075,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Kérosène,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/liter,élément décomposé par poste et par gaz,3.08
14074,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Kérosène,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/liter,élément décomposé par poste et par gaz,3.06
14073,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Kérosène,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.313
14072,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Kérosène,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.313
14071,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Kérosène,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kg,élément décomposé par poste et par gaz,3.82
14070,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Kérosène,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kg,élément décomposé par poste et par gaz,3.83
14069,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Kérosène,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,86.9
14068,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Kérosène,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,86.8
14067,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Essence aviation (AvGas),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3654
14066,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Essence aviation (AvGas),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3584
14065,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Essence aviation (AvGas),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/liter,élément décomposé par poste et par gaz,3.01
14064,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Essence aviation (AvGas),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/liter,élément décomposé par poste et par gaz,3.02
14063,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Essence aviation (AvGas),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.313
14062,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Essence aviation (AvGas),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.308
14061,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Essence aviation (AvGas),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kg,élément décomposé par poste et par gaz,3.79
14060,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Essence aviation (AvGas),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kg,élément décomposé par poste et par gaz,3.78
14059,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Essence aviation (AvGas),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,86.9
14058,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Essence aviation (AvGas),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,85.3
14057,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Carbureacteur,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3654
14056,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Carbureacteur,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3584
14055,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Carbureacteur,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/liter,élément décomposé par poste et par gaz,3.01
14054,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Carbureacteur,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/liter,élément décomposé par poste et par gaz,3.02
14053,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Carbureacteur,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.313
14052,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Carbureacteur,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.307
14051,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Carbureacteur,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kg,élément décomposé par poste et par gaz,3.82
14050,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Carbureacteur,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kg,élément décomposé par poste et par gaz,3.78
14049,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Carbureacteur,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,86.9
14048,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien,Carbureacteur,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,85.3
14047,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial,MDO (Marine Diesel Oil),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3845
14046,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial,MDO (Marine Diesel Oil),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/liter,élément décomposé par poste et par gaz,3.05
14045,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial,MDO (Marine Diesel Oil),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.331
14044,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial,MDO (Marine Diesel Oil),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kg,élément décomposé par poste et par gaz,3.85
14043,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial,MDO (Marine Diesel Oil),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,91.6
14042,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial,LFO (Light Fuel Oil),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3845
14041,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial,LFO (Light Fuel Oil),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/liter,élément décomposé par poste et par gaz,3.05
14040,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial,LFO (Light Fuel Oil),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.331
14039,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial,LFO (Light Fuel Oil),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kg,élément décomposé par poste et par gaz,3.85
14038,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial,LFO (Light Fuel Oil),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,91.6
14037,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial,HFO (Heavy Fuel Oil),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3831
14036,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial,HFO (Heavy Fuel Oil),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/liter,élément décomposé par poste et par gaz,2.93
14035,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial,HFO (Heavy Fuel Oil),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.327
14034,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial,HFO (Heavy Fuel Oil),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kg,élément décomposé par poste et par gaz,3.64
14033,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial,HFO (Heavy Fuel Oil),,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,91.5
14032,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier,GPL pour véhicule routier,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3169
14031,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier,GPL pour véhicule routier,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/liter,élément décomposé par poste et par gaz,1.86
14030,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier,GPL pour véhicule routier,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.272
14029,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier,GPL pour véhicule routier,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kg,élément décomposé par poste et par gaz,3.45
14028,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier,GPL pour véhicule routier,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,75.4
14022,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier,GNL- Gaz Naturel Liquéfié,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,70.8
14021,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier,GNL- Gaz Naturel Liquéfié,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,2974
14020,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier,GNL- Gaz Naturel Liquéfié,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.255
14015,Combustibles > Fossiles > Liquides > Usage sources mobiles > Autres usages,Gazole non routier,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/liter,élément décomposé par poste et par gaz,3.17
14014,Combustibles > Fossiles > Liquides > Usage sources mobiles > Autres usages,Gazole non routier,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kg,élément décomposé par poste et par gaz,3.76
13992,Combustibles > Fossiles > Liquides > Usage sources mobiles > Autres usages,Gazole non routier,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3768
13991,Combustibles > Fossiles > Liquides > Usage sources mobiles > Autres usages,Gazole non routier,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.323
13990,Combustibles > Fossiles > Liquides > Usage sources mobiles > Autres usages,Gazole non routier,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/GJ ICV,élément décomposé par poste et par gaz,89.7
13851,Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier,GNL- Gaz Naturel Liquéfié,,Combustibles , Fossiles , Liquides , Usage sources mobiles ,,kgCO2e/kg,élément décomposé par poste et par gaz,3.51
13562,Combustibles > Fossiles > Gazeux > Propane et butane,Propane,,Combustibles , Fossiles , Gazeux ,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3167
13561,Combustibles > Fossiles > Gazeux > Propane et butane,Propane,,Combustibles , Fossiles , Gazeux ,,,kgCO2e/toe ICV,élément décomposé par poste et par gaz,3061
13560,Combustibles > Fossiles > Gazeux > Propane et butane,Propane,,Combustibles , Fossiles , Gazeux ,,,kgCO2e/liter,élément décomposé par poste et par gaz,1.8
13559,Combustibles > Fossiles > Gazeux > Propane et butane,Propane,,Combustibles , Fossiles , Gazeux ,,,kgCO2e/liter,élément décomposé par poste et par gaz,1.81
13558,Combustibles > Fossiles > Gazeux > Propane et butane,Propane,,Combustibles , Fossiles , Gazeux ,,,kgCO2e/kWh ICV,élément décomposé par poste et par gaz,0.272
